발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2018,2018-05-08 07:20,주,화,1,1,0,0,0,충북,청주시,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,1001043,1846051,127.5116633,36.61230903
2018,2018-01-08 07:25,주,월,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,999971,1847710,127.4996756,36.6272655
2018,2018-08-17 11:45,주,금,1,3,0,2,0,충북,진천군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,997869,1877808,127.4760815,36.89859024
2018,2018-08-31 00:15,야,금,1,1,0,0,0,충북,청주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,998810,1838293,127.4867049,36.54236993
2018,2018-10-29 09:40,주,월,1,19,4,13,1,경기,이천시,차대차,추돌,추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승합차,승합차,승용차,승용차,993385,1915782,127.4254182,37.24087909
2018,2018-09-23 18:42,야,일,1,4,1,0,2,충북,충주시,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,불명,불명,승용차,승용차,1021618,1893793,127.7430992,37.04243998
2018,2018-10-20 23:59,야,토,1,3,2,0,0,충북,보은군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1009731,1832134,127.6086407,36.4867968
2018,2018-08-07 16:30,주,화,1,1,0,0,0,충남,서산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,905614,1863247,126.4424933,36.76262996
2018,2018-04-19 16:50,주,목,1,1,0,0,0,충남,서산시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,자전거,화물차,화물차,914571,1856452,126.5435948,36.70223232
2018,2018-09-17 19:10,야,월,1,1,0,0,0,충남,서산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,910641,1870398,126.4979689,36.82757174
2018,2018-09-01 16:35,주,토,1,1,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,이륜차,이륜차,975102,1878289,127.2205283,36.90259998
2018,2018-09-10 04:35,야,월,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,967633,1869633,127.1370619,36.82434407
2018,2018-02-13 18:40,야,화,1,1,0,0,0,충남,논산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승용차,승용차,자전거,자전거,955644,1795340,127.0068941,36.15411619
2018,2018-05-05 00:15,야,토,1,1,0,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,974540,1801510,127.2167577,36.21042294
2018,2018-07-17 12:00,주,화,1,1,0,0,0,충남,논산시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,958616,1804972,127.0394245,36.24108357
2018,2018-09-04 10:00,주,화,1,1,0,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,959820,1797406,127.0532117,36.17292422
2018,2018-09-06 17:30,주,목,1,2,0,1,0,충남,논산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,963325,1787131,127.0926641,36.0804288
2018,2018-04-30 12:15,주,월,1,2,1,0,0,충남,논산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,962742,1800978,127.0855329,36.20524415
2018,2018-04-01 13:13,주,일,1,2,1,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,966732,1792078,127.1302947,36.12515161
2018,2018-09-01 06:40,주,토,1,1,0,0,0,충남,홍성군,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,925092,1846655,126.6623259,36.61481027
2018,2018-06-08 12:46,주,금,1,1,0,0,0,충남,아산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,이륜차,이륜차,952956,1878190,126.9719604,36.90086285
2018,2018-09-10 23:10,야,월,1,1,0,0,0,충남,아산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,953346,1865589,126.9771117,36.78729316
2018,2018-09-29 02:24,야,토,1,1,0,0,0,충남,아산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,이륜차,이륜차,955268,1865526,126.9986561,36.78681799
2018,2018-02-01 08:00,주,목,1,1,0,0,0,충남,아산시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,958208,1866212,127.0315681,36.79313621
2018,2018-03-18 20:35,야,일,1,1,0,0,0,충남,보령시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,919362,1812632,126.6018003,36.30765479
2018,2018-06-29 08:12,주,금,1,1,0,0,0,충남,보령시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로부근,승합차,승합차,보행자,보행자,919578,1817919,126.6036602,36.35533165
2018,2018-03-16 02:15,야,금,1,1,0,0,0,충남,보령시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,909932,1834964,126.4941849,36.50811885
2018,2018-12-06 18:20,야,목,1,1,0,0,0,충남,공주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,966802,1830648,127.1294315,36.47287431
2018,2018-09-07 14:30,주,금,1,2,0,1,0,충남,공주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,이륜차,이륜차,960277,1830386,127.0566123,36.47026401
2018,2018-05-23 11:24,주,수,1,1,0,0,0,충남,공주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,967583,1816950,127.1387214,36.34941163
2018,2018-06-04 00:30,야,월,1,1,0,0,0,충남,공주시,차대차,측면충돌,측면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,승용차,이륜차,이륜차,967814,1829718,127.1407663,36.46452485
2018,2018-01-06 16:27,주,토,1,1,0,0,0,충남,공주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,이륜차,이륜차,958472,1822892,127.036867,36.40262913
2018,2018-01-25 12:00,주,목,1,1,0,0,0,충남,공주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,967184,1828574,127.1337834,36.45419024
2018,2018-01-13 23:40,야,토,1,1,0,0,0,세종,세종,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,979979,1844464,127.2761581,36.59779255
2018,2018-09-06 04:43,야,목,1,2,1,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,926034,1853289,126.6722193,36.67468291
2018,2018-04-14 13:07,주,토,3,5,0,2,0,충남,예산군,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,승용차,승용차,승용차,승용차,934714,1837931,126.7706574,36.53687697
2018,2018-11-04 19:20,야,일,1,2,0,1,0,충남,부여군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,기타,기타,이륜차,이륜차,승용차,승용차,946013,1808919,126.8988953,36.27604383
2018,2018-03-23 12:33,주,금,1,3,0,2,0,충남,부여군,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,945211,1808901,126.8899674,36.27583635
2018,2018-09-02 19:15,야,일,1,1,0,0,0,충남,당진시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,912003,1884931,126.5115519,36.95868902
2018,2018-04-28 21:08,야,토,1,1,0,0,0,충남,당진시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,931643,1874312,126.7331014,36.86460342
2018,2018-08-26 20:30,야,일,1,1,0,0,0,충남,당진시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,914427,1875725,126.5398175,36.87593623
2018,2018-10-06 08:17,주,토,1,1,0,0,0,충남,금산군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,998766,1789677,127.4862903,36.10407446
2018,2018-07-08 14:10,주,일,1,3,2,0,0,충남,금산군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,989081,1801028,127.3785324,36.20635094
2018,2018-03-10 13:43,주,토,1,2,0,1,0,충남,청양군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,932199,1819275,126.7441967,36.36852784
2018,2018-11-28 05:45,야,수,1,1,0,0,0,충남,청양군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,938388,1828516,126.8124494,36.45224896
2018,2018-11-14 03:55,야,수,1,1,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,이륜차,이륜차,979060,1860021,127.2654582,36.73801697
2018,2018-01-02 07:50,주,화,1,1,0,0,0,충남,천안시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,특수차,특수차,988921,1868083,127.3757904,36.81086031
2018,2018-07-11 18:20,야,수,1,2,1,0,0,충남,천안시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,화물차,화물차,982353,1861611,127.302305,36.75241741
2018,2018-10-19 16:04,주,금,1,1,0,0,0,충남,태안군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,888222,1861666,126.2479028,36.74648967
2018,2018-05-17 15:21,주,목,1,1,0,0,0,충북,영동군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,건설기계,건설기계,1032571,1804028.7,127.8624556,36.23291673
2018,2018-04-16 05:55,야,월,1,1,0,0,0,충남,당진시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,특수차,특수차,없음,없음,921337,1873025,126.6176232,36.85220073
2018,2018-02-07 07:32,주,수,1,1,0,0,0,충북,청주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,988052.9,1854081.9,127.3662771,36.68463279
2018,2018-10-30 11:20,주,화,1,1,0,0,0,전북,전주시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,교차로,교차로내,화물차,화물차,이륜차,이륜차,968349.7,1756787.3,127.1496801,35.80703095
2018,2018-09-22 00:58,야,토,1,1,0,0,0,전북,전주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966277,1756178,127.1267647,35.80146844
2018,2018-02-24 20:03,야,토,1,1,0,0,0,전북,전주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,특수차,특수차,966319,1759391,127.1270941,35.83043838
2018,2018-04-25 17:40,주,수,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,967133.7,1755650.5,127.1362679,35.79674152
2018,2018-08-03 15:30,주,금,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,964463,1756458,127.1066759,35.80392892
2018,2018-12-03 16:45,주,월,1,1,0,0,0,전북,전주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,960125,1759674,127.0585035,35.83275756
2018,2018-11-15 06:05,주,목,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,965796,1762560,127.1211678,35.85899192
2018,2018-10-01 05:10,야,월,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로내,승용차,승용차,보행자,보행자,966300.8,1766441,127.1265945,35.89400027
2018,2018-09-21 06:00,주,금,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로부근,승합차,승합차,보행자,보행자,967302,1760265,127.1379415,35.83835165
2018,2018-07-19 14:25,주,목,1,1,0,0,0,전북,전주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,농기계,농기계,966477.8,1766072.7,127.1285713,35.89068579
2018,2018-10-29 05:15,야,월,1,1,0,0,0,전북,군산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,926516,1772768,126.6852016,35.94885965
2018,2018-05-15 21:40,야,화,1,2,1,0,0,전북,군산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,940195,1771708,126.8369455,35.94023709
2018,2018-02-03 00:40,야,토,1,1,0,0,0,전북,군산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,없음,없음,926805.1,1774749.5,126.6882241,35.96674478
2018,2018-12-21 18:15,야,금,1,1,0,0,0,전북,익산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,955638,1780997,127.0076345,36.02480696
2018,2018-06-23 21:05,야,토,1,1,0,0,0,전북,익산시,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,952166.1,1773202.8,126.9695726,35.9543734
2018,2018-05-30 09:30,주,수,1,1,0,0,0,전북,익산시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,자전거,자전거,승용차,승용차,953008.2,1776696,126.9787032,35.98590765
2018,2018-11-07 17:56,주,수,1,1,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,952047.2,1782844.1,126.9676703,36.04128926
2018,2018-02-15 19:20,야,목,1,1,0,0,0,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,951812.3,1772301.2,126.9657042,35.94622751
2018,2018-08-21 08:45,주,화,1,1,0,0,0,전북,정읍시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,화물차,화물차,932862.7,1735907.9,126.758661,35.61700412
2018,2018-09-27 07:05,주,목,1,1,0,0,0,전북,정읍시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,944757.1,1742138,126.889566,35.67391099
2018,2018-02-07 09:45,주,수,1,7,0,6,0,전북,김제시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,960585,1755053,127.0638244,35.79111338
2018,2018-05-12 12:30,주,토,2,5,3,0,0,전북,김제시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,946729,1754586.4,126.9105281,35.78625267
2018,2018-09-08 12:07,주,토,1,1,0,0,0,전북,김제시,차대사람,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,보행자,보행자,942024.3,1758139.3,126.8582133,35.818018
2018,2018-07-26 12:00,주,목,1,3,0,2,0,전북,남원시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,승용차,승용차,1008666.3,1721002.8,127.5955384,35.48485346
2018,2018-05-14 17:15,주,월,1,1,0,0,0,전북,남원시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,이륜차,이륜차,975719,1704491,127.2328162,35.33571195
2018,2018-04-09 07:10,주,월,1,1,0,0,0,전북,남원시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,농기계,농기계,985146.9,1705174.1,127.3365462,35.34205616
2018,2018-02-09 15:40,주,금,1,1,0,0,0,전북,남원시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),화물차,화물차,997554.8,1721637.4,127.4730419,35.49061027
2018,2018-05-20 08:40,주,일,1,1,0,0,0,전북,임실군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,농기계,농기계,없음,없음,969964.2,1746805,127.1679241,35.71707978
2018,2018-03-15 12:00,주,목,1,1,0,0,0,전북,무주군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,교량위,원동기장치자전거,원동기장치자전거,없음,없음,1015916,1779083,127.6766127,36.00843121
2018,2018-09-19 05:35,야,수,1,1,0,0,0,전북,완주군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,957202,1758391.7,127.0262097,35.82107323
2018,2018-07-24 12:45,주,화,1,2,1,0,0,전북,완주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,없음,없음,958874,1767422,127.044253,35.90256074
2018,2018-12-18 16:20,주,화,1,2,0,1,0,전북,완주군,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,973739.8,1775141.3,127.208734,35.97266954
2018,2018-10-26 05:50,야,금,1,1,0,0,0,전북,완주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,964104.3,1738141.1,127.1035249,35.63876802
2018,2018-06-29 21:20,야,금,1,1,0,0,0,전북,남원시,차대차,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,승용차,승용차,983934,1709170,127.3231201,35.37806785
2018,2018-02-25 11:20,주,일,1,1,0,0,0,충남,보령시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,917581,1826912,126.5804508,36.43622718
2018,2018-11-14 16:37,주,수,1,2,1,0,0,전남,신안군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,892747,1655970,126.3262032,34.89281271
2018,2018-05-11 02:58,야,금,1,5,1,3,0,전남,목포시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,902395,1646655,126.4328607,34.80980151
2018,2018-07-17 08:00,주,화,1,1,0,0,0,전남,신안군,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),화물차,화물차,874792,1643650,126.1315859,34.77969059
2018,2018-11-12 08:30,주,월,1,1,0,0,0,전남,신안군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,없음,없음,875842,1668342,126.1393931,35.0024189
2018,2018-07-08 19:30,야,일,1,1,0,0,0,전남,신안군,차량단독,기타,기타,운전자법규위반,기타(운전자법규위반),교차로,교차로부근,승합차,승합차,없음,없음,893389,1652338,126.3336908,34.86013514
2018,2018-05-04 08:02,주,금,1,1,0,0,0,전남,목포시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,901631,1648302,126.424316,34.82457753
2018,2018-11-03 04:58,야,토,1,1,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1020822,1639738.3,127.7274974,34.75189527
2018,2018-05-28 19:50,야,월,1,1,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,1013448,1640717,127.6469464,34.76084482
2018,2018-03-23 23:50,야,금,2,2,0,0,0,전남,여수시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,1019783,1640410,127.7161613,34.75797317
2018,2018-01-12 08:50,주,금,1,2,0,1,0,전남,여수시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,건설기계,건설기계,없음,없음,1013846.3,1644910.6,127.6513676,34.79865628
2018,2018-02-24 16:44,주,토,1,1,0,0,0,전남,여수시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1010509.8,1640794.9,127.6148417,34.76158182
2018,2018-03-27 14:30,주,화,1,1,0,0,0,전남,순천시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,998651.5,1663745.1,127.4852278,34.96859177
2018,2018-06-08 23:10,야,금,1,1,0,0,0,전남,순천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,999943,1661234,127.4993758,34.94594881
2018,2018-03-26 16:10,주,월,1,1,0,0,0,전남,순천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,995906.1,1685046.5,127.4550481,35.16066641
2018,2018-10-02 12:00,주,화,1,3,0,1,1,전남,순천시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로부근,이륜차,이륜차,화물차,화물차,1001356,1665511,127.5148572,34.98451572
2018,2018-11-20 09:08,주,화,1,1,0,0,0,전남,순천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,승용차,승용차,1002078,1661287,127.5227574,34.94642461
2018,2018-08-20 11:10,주,월,1,4,2,1,0,전남,나주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,938921.4,1664990.3,126.8308421,34.97797743
2018,2018-05-08 17:00,주,화,1,1,0,0,0,전남,나주시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,925205.6,1677834.7,126.6794316,35.0928675
2018,2018-04-12 10:44,주,목,1,1,0,0,0,전남,나주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,928717.4,1667952.1,126.7188052,35.00401536
2018,2018-03-12 19:25,야,월,1,2,0,1,0,전남,나주시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,농기계,농기계,승용차,승용차,918292.2,1673565.6,126.6040135,35.05383935
2018,2018-01-31 06:00,주,수,1,3,2,0,0,전남,장흥군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),승용차,승용차,949186,1609933,126.9466117,34.48207039
2018,2018-03-31 12:20,주,토,1,6,1,4,0,전남,장흥군,차대차,정면충돌,정면충돌,운전자법규위반,과속,교차로,교차로내,승용차,승용차,승용차,승용차,947461.9,1631678,126.926491,34.67807192
2018,2018-03-29 08:00,주,목,1,1,0,0,0,전남,장흥군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,945577.1,1631515.2,126.9059278,34.67650535
2018,2018-08-17 00:56,야,금,1,1,0,0,0,전남,장흥군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,955098.8,1626336,127.0101364,34.63026348
2018,2018-10-07 14:30,주,일,1,1,0,0,0,전남,고흥군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,967725,1609685,127.1485152,34.48058135
2018,2018-05-24 19:14,야,목,1,1,0,0,0,전남,해남군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,910059,1596673,126.5219366,34.35983314
2018,2018-03-09 00:06,야,금,1,1,0,0,0,전남,보성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,991708,1649254.4,127.4093089,34.83788774
2018,2018-11-21 08:55,주,수,1,1,0,0,0,전남,보성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,961718,1641534,127.0816596,34.76758234
2018,2018-11-24 10:00,주,토,1,1,0,0,0,전남,보성군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,승용차,승용차,984421,1649220,127.3296106,34.837492
2018,2018-09-24 02:00,야,월,1,1,0,0,0,전남,영광군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,910036.6,1704898.3,126.5100749,35.33562656
2018,2018-08-13 22:30,야,월,1,1,0,0,0,전남,영광군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,908401.8,1689368.8,126.4938212,35.19546941
2018,2018-01-30 18:00,야,화,1,2,1,0,0,전남,함평군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,918762,1681252,126.6084107,35.12317953
